domain,ip,ns_record,http_status_code,title_tag
newspaperhunt.com,91.108.123.29,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200, Newspaperhunt : Read all Online Newspapers in the world
abruzzonews.eu,217.182.174.223,"['ns1.th.seeweb.it.', 'ns2.th.seeweb.it.']",200,Notizie in Abruzzo - Abruzzonews
algheronewsit.com,5.39.104.194,"['ns1.algheronewsit.com.', 'ns2.algheronewsit.com.']",200,algheronewsit.com - Panduan Bermain Slot Gacor Terbaik & Berita Terkini di Indonesia
artistanews.com,104.21.80.165,"['neil.ns.cloudflare.com.', 'cortney.ns.cloudflare.com.']",200,Home - Artista News
askanews.it,176.107.149.68,"['ns1.register.it.', 'ns2.register.it.']",200,"Askanews - Notizie, approfondimenti e news dell'ultima ora di economia, cronaca, politica, cultura, spettacolo e altri temi di attualità"
agcnews.eu,92.204.210.152,"['ns09.domaincontrol.com.', 'ns10.domaincontrol.com.']",200,Home - AGC COMMUNICATION NEWS
atnews.it,5.135.123.71,"['ns108.ovh.net.', 'dns108.ovh.net.']",200,"ATNews - Quotidiano online di Asti, Monferrato, Langhe e Roero"
aostanews24.it,46.252.149.91,"['ns200.anycast.me.', 'dns200.anycast.me.']",200,AostaNews24 | Da oggi ci pensiamo noi a tenervi informati
assinews.it,206.189.53.24,"['ns81.domaincontrol.com.', 'ns82.domaincontrol.com.']",200,Home ASSINEWS Assinews.it
castelvetranonews.it,188.114.99.233,"['alexis.ns.cloudflare.com.', 'gabriella.ns.cloudflare.com.']",200,"Castelvetrano News. Notizie da Castelvetrano, Selinunte, Triscina e da tutto il Belìce"
brevenews.com,89.46.105.77,"['dns2.technorail.com.', 'dns3.arubadns.net.', 'dns.technorail.com.', 'dns4.arubadns.cz.']",200,Home - Brevenews
casertanews.it,95.110.224.15,"['dns.ntc.it.', 'dns2.sysnet.it.']",200,CasertaNews - cronaca e notizie da Caserta
bergamonews.it,5.135.123.73,"['ns104.ovh.net.', 'dns104.ovh.net.']",200,"BergamoNews - Bergamonews notizie in tempo reale da tutta Bergamo e provincia: cronaca, politica, eventi, sport ..."
casilinanews.it,217.160.240.102,"['ns102.ovh.net.', 'dns102.ovh.net.']",200,Casilina News - Le Notizie della Provincia di Roma e Frosinone
chenews.it,51.254.5.187,"['ns4.mvmnet-dns.eu.', 'ns1.mvmnet.com.', 'ns2.mvmnet.com.', 'ns3.mvmnet.it.']",200,Homepage - MarcheNews
chioggianews24.it,35.214.172.55,"['ns1.siteground.net.', 'ns2.siteground.net.']",200,Chioggia News 24 Quotidiano Tutte le Notizie Online in città
daunianews.it,89.46.106.13,"['dns3.arubadns.net.', 'dns2.technorail.com.', 'dns.technorail.com.', 'dns4.arubadns.cz.']",200,Daunianews – Quotidiano online della Provincia di foggia
dayitalianews.com,194.76.116.43,"['dns2.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.', 'dns.technorail.com.']",200,Notizie Italia DAY - Dayitalianews
crotone24news.it,86.107.36.17,"['ns2.dnshigh.com.', 'ns1.dnshigh.com.']",200,Fatti e notizie dal Crotonese - Crotone24News.it
direttanews.it,51.255.101.66,"['ns4.mvmnet-dns.eu.', 'ns3.mvmnet.it.', 'ns1.mvmnet.com.', 'ns2.mvmnet.com.']",200,"DirettaNews: Notizie di Economia, Curiosità, Sport e Spettacolo"
ekuonews.it,89.46.108.4,"['dns3.arubadns.net.', 'dns4.arubadns.cz.', 'dns.technorail.com.', 'dns2.technorail.com.']",200,ekuonews.it – Le notizie su Teramo e l'Abruzzo
gaianews.it,86.107.36.55,"['ns1.dnshigh.com.', 'ns2.dnshigh.com.']",200,Gaianews.it -
gonews.it,93.186.242.107,"['ns.abdns.info.', 'ns.abdns.eu.', 'ns.abdns.biz.']",200,gonews.it il giornale online della toscana
dazebaonews.it,104.21.48.214,"['nia.ns.cloudflare.com.', 'toby.ns.cloudflare.com.']",200,Dazebao - Il portale della scienza e della cultura - Dazebaonews
express-news.it,51.75.66.41,"['dnsl1.gidinet.com.', 'dnsl2.gidinet.com.']",200,Express-News.it – News e Attualità
irpinianews.it,185.81.2.44,"['dns3.arubadns.net.', 'dns.technorail.com.', 'dns2.technorail.com.', 'dns4.arubadns.cz.']",200,Home - Irpinianews.it
larionews.com,89.46.108.50,"['dns.technorail.com.', 'dns3.arubadns.net.', 'dns2.technorail.com.', 'dns4.arubadns.cz.']",200,Lario News - Notizie dalla sponda orientale del Lago di Como
lavocenews.it,89.46.107.222,"['dns2.technorail.com.', 'dns.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.']",200,La Voce News | Quotidiano diretto da Gianvito Pugliese
leccenews24.it,104.21.57.65,"['julian.ns.cloudflare.com.', 'holly.ns.cloudflare.com.']",403,403 Forbidden
lecconews.news,89.46.108.56,"['dns4.arubadns.cz.', 'dns2.technorail.com.', 'dns.technorail.com.', 'dns3.arubadns.net.']",200,"Lecco News – Quotidiano di Lecco – Notizie dell’ultima ora di Lecco, lago di Como, Resegone, Valsassina, Brianza. Eventi, traffico – Quotidiano di Lecco. Notizie dell’ultima ora, di traffico, politica, economia, sport, giovani, dai rioni, dal lago, dal Resegone con foto e video"
lolnews.it,52.18.119.184,"['ns2.register.it.', 'ns1.register.it.']",500,
meridionews.it,192.0.66.74,"['dns.technorail.com.', 'dns3.arubadns.net.', 'dns4.arubadns.cz.', 'dns2.technorail.com.']",200,Meridionews - MeridioNews è un giornale regionale online.
liguria2000news.it,194.76.118.11,"['dns.keliweb.net.', 'dns.keliweb.org.', 'dns.keliweb.com.', 'dns.keliweb.eu.']",200,Liguria 2000 News – Liguria 2000 News – Quotidiano
metronews.it,195.201.168.7,"['ns2.ilbello.com.', 'ns3.ilbello.com.', 'ns1.hostingprofessionale.net.']",200,Metro News: le ultime notizie dal tuo quotidiano online
molisenews24.it,217.182.174.223,"['ns2.th.seeweb.it.', 'ns1.th.seeweb.it.']",200,Molise news: ultime notizie Molise oggi
mnews.it,65.108.228.68,"['nelci.ns.cloudflare.com.', 'uriah.ns.cloudflare.com.']",200,Mnews.it
montecarlonews.it,89.31.200.9,"['dns2.esprimo.com.', 'dns1.esprimo.com.']",200,"Montecarlonews.it - Notizie Montecarlo, Monaco, Mentone, Nizza, Antibes, Cannes, Costa Azzurra"
napolinewstoday.it,54.36.129.93,"['ns3.mvmnet.it.', 'ns2.mvmnet.com.', 'ns1.mvmnet.com.', 'ns4.mvmnet-dns.eu.']",200,Homepage - Napoli News Today
nebrodinews.it,146.59.136.188,"['dns2.technorail.com.', 'dns.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.']",200,Nebrodi News | Notizie dai Nebrodi e dintorni
newsbiella.it,89.31.200.11,"['dns.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.', 'dns2.technorail.com.']",200,Newsbiella.it - Quotidiano online della provincia di Biella
newsmondo.it,188.114.99.233,"['brad.ns.cloudflare.com.', 'dolly.ns.cloudflare.com.']",200,News Mondo | Ultime notizie dall'Italia e dal mondo in tempo reale
newsit24.com,18.168.196.140,"['ingrid.ns.cloudflare.com.', 'burt.ns.cloudflare.com.']",200,News IT 24 | Be up to date with us!
newsitaliane.it,135.181.185.57,"['celeste.ns.cloudflare.com.', 'sonny.ns.cloudflare.com.']",200,Newsitaliane – Attualità e cronaca
notonews.it,93.186.242.31,"['ns.abdns.eu.', 'ns.abdns.info.', 'ns.abdns.biz.']",200,Noto News - Quotidiano di Noto - Giornale di Notizie - Cronaca Noto
padovanews.it,172.67.157.178,"['dara.ns.cloudflare.com.', 'igor.ns.cloudflare.com.']",200,Padovanews – il primo quotidiano online di Padova
orvietonews.it,93.186.244.68,"['dns109.ovh.net.', 'ns109.ovh.net.']",200,Orvietonews.it | giornale online di Orvieto
politicanews.it,57.128.17.76,"['ns4.x-ns.it.', 'ns1.x-ns.com.', 'ns2.x-ns.com.', 'ns3.x-ns.it.']",200,politicanews.it
positanonews.it,5.135.123.85,"['ns.kpnqwest.it.', 'ns2.kpnqwest.it.']",200,Positano News - Notizie della Costiera Amalfitana Penisola Sorrentina Campania
primapaginanews.it,62.94.137.237,"['dns.technorail.com.', 'dns2.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.']",404,404 Not Found
puntoagronews.it,185.201.65.169,"['ns1.host-anycast.it.', 'ns2.host-anycast.com.']",200,Punto Agro News
potenzanews.net,51.68.110.219,"['ns200.anycast.me.', 'dns200.anycast.me.']",200,Potenza News ®
sanremonews.it,89.31.200.30,"['dns1.esprimo.com.', 'dns2.esprimo.com.']",200,"Sanremonews.it - Notizie provincia di Imperia - News e video in tempo reale di cronaca, politica, attualità, eventi"
rainews.it,212.162.68.91,"['ns2.rai.it.', 'ns.rai.it.', 'dnsso4.interbusiness.it.', 'dnsso3.interbusiness.it.', 'dnsso1.interbusiness.it.', 'dnsso2.interbusiness.it.']",200,RaiNews | Le ultime notizie gratuite aggiornate in tempo reale
romadailynews.it,5.135.123.84,"['ns1.dnsnerd.com.', 'ns.cisilino.com.']",200,RomaDailyNews - Il sito di informazione di Roma e provincia
saronnonews.it,81.21.26.116,"['ns1.register.it.', 'ns2.register.it.']",200,SaronnoNews - il quotidiano online di Saronno
secondopianonews.it,213.158.93.12,"['ns1.register.it.', 'ns2.register.it.']",200,Secondo Piano News
torinonewsworld.it,35.214.155.121,"['ns1.siteground.net.', 'ns2.siteground.net.']",200,TORINO NEWS WORLD
twnews.it,172.67.193.215,"['earl.ns.cloudflare.com.', 'irma.ns.cloudflare.com.']",200,"
        Italian news platform    "
socialnews.it,188.40.217.69,"['epicuro.exahost.it.', 'talete.exahost.it.']",,
tuononews.it,94.23.69.198,"['ns.supporthost.com.', 'ns.supporthost.us.', 'ns.supporthost.net.', 'ns.supporthost.eu.']",200,Tuono News - Il tuo sito di Notizie
teramonews.com,188.114.96.1,"['dolly.ns.cloudflare.com.', 'johnathan.ns.cloudflare.com.']",200,Teramonews.com
triesteallnews.it,188.114.99.233,"['kinsley.ns.cloudflare.com.', 'buck.ns.cloudflare.com.']",403,403 Forbidden
vnews24.it,116.202.164.186,"['ns200.anycast.me.', 'dns200.anycast.me.']",200,VNews24 - La notizia è giovane
valtellinanews.it,89.46.110.24,"['dns.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.', 'dns2.technorail.com.']",200,Valtellina news
varesenews.it,81.21.26.116,"['zns2.twt.it.', 'zns1.twt.it.']",200,Varese News | il quotidiano online della provincia di Varese
verbanonews.it,81.21.26.116,"['ns1.host-anycast.it.', 'ns2.host-anycast.com.']",200,VerbanoNews - Le news del Lago Maggiore
tuttosudnews.it,89.46.105.88,"['dns2.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.', 'dns.technorail.com.']",200,Homepage - Tutto Sud News
veronanews.net,188.114.96.1,"['lorna.ns.cloudflare.com.', 'tim.ns.cloudflare.com.']",200,Verona News - Cronaca di Verona e provincia
canavesenews.it,94.23.66.84,"['ns2.register.it.', 'ns1.register.it.']",200,CanaveseNews - News dal Canavese e dintorni
amasenonews.it,35.214.243.72,"['ns2.siteground.net.', 'ns1.siteground.net.']",200,AMASENO VALLE  NEWS – Notizie dalla Valle dell'Amaseno e dalla provincia di Frosinone
webnews.it,95.110.149.207,"['austin.ns.cloudflare.com.', 'rachel.ns.cloudflare.com.']",200,Webnews - Informazione dal mondo digitale
youreporternews.it,51.255.103.219,"['ns.abdns.biz.', 'ns.abdns.eu.', 'ns.abdns.info.']",200,YouReporterNews – Non solo notizie dal Web
frattamaggiorenews.com,89.46.105.45,"['dns4.arubadns.cz.', 'dns.technorail.com.', 'dns3.arubadns.net.', 'dns2.technorail.com.']",200,"Frattamaggiore News – Frattamaggiore notizie, politica, eventi, costume"
lurlo.news,185.18.232.56,"['ns2.tamtamweb.net.', 'ns1.tamtamweb.net.']",200,Home - L'urlo
studionord.news,139.162.133.240,"['ns2.register.it.', 'ns1.register.it.']",200,Studio Nord News - Le notizie dall'Alto Friuli in un click
grumonevanonews.com,89.46.110.68,"['dns.technorail.com.', 'dns2.technorail.com.', 'dns4.arubadns.cz.', 'dns3.arubadns.net.']",200,"Grumo Nevano News – Grumo Nevano, notizie, amministrazione, politica, eventi dalla città di Grumo Nevano – Napoli – Italia"
castelnews.it,89.46.110.36,"['dns3.arubadns.net.', 'dns4.arubadns.cz.', 'dns.technorail.com.', 'dns2.technorail.com.']",200,"Lo Scrivi, lo Leggi, lo Vivi!"
lacittanews.it,3.73.102.185,"['ns-660.awsdns-18.net.', 'ns-164.awsdns-20.com.', 'ns-1569.awsdns-04.co.uk.', 'ns-1300.awsdns-34.org.']",200,Aggregatore Algoritmico Multiargomento Indipendente | La Città News
fsnews.it,184.31.15.193,"['a5-65.akam.net.', 'a1-138.akam.net.', 'a12-65.akam.net.', 'a18-66.akam.net.', 'a4-64.akam.net.', 'a3-67.akam.net.']",200,FSNews - la testata online del Gruppo FS
ilmeridianonews.it,35.214.189.160,"['ns1.siteground.net.', 'ns2.siteground.net.']",403,
legnanonews.com,81.21.26.117,"['ns2.register.it.', 'ns1.register.it.']",200,LegnanoNews - Le news di Legnano e dell'Alto Milanese
newsprima.it,217.61.52.169,"['ns.abdns.eu.', 'ns.abdns.info.', 'ns.abdns.biz.']",200,"News Prima - Ultim'ora, notizie e cronaca"
giustizianews24.it,89.46.105.33,"['dns3.arubadns.net.', 'dns.technorail.com.', 'dns4.arubadns.cz.', 'dns2.technorail.com.']",200,Giustizia News - Raccontiamo la Giustizia e tanto altro
isnews.it,89.46.106.48,"['dns4.arubadns.cz.', 'dns3.arubadns.net.', 'dns.technorail.com.', 'dns2.technorail.com.']",200,Homepage - isNews - Molise
quattromorinews.it,37.59.236.156,"['ns1.register.it.', 'ns2.register.it.']",200,Home - Quattro Mori News
ungherianews.com,172.67.147.115,"['sasha.ns.cloudflare.com.', 'wells.ns.cloudflare.com.']",403,403 Forbidden
vdnews.tv,108.156.22.94,"['ns-1652.awsdns-14.co.uk.', 'ns-498.awsdns-62.com.', 'ns-520.awsdns-01.net.', 'ns-1189.awsdns-20.org.']",200,VD News
vergatonews24.it,159.65.120.181,"['parkct1.secureserver.net.', 'parkct2.secureserver.net.']",200,Vergato News 24
upgo.news,154.62.104.45,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,upgo.news -
paesenews.it,31.11.36.23,"['dns4.arubadns.cz.', 'dns.technorail.com.', 'dns2.technorail.com.', 'dns3.arubadns.net.']",200,PaeseNews quotidiano di Terra di Lavoro online – Le notizie alto casertano cronaca politica attualità cultura sport economia
adnet-news.com,118.27.125.186,"['uns01.lolipop.jp.', 'uns02.lolipop.jp.']",200,"ＡＤ-ＮＥＴ 
NEWS　[報道特集プラス]　｜アドネットニュース"
wonews.it,89.40.174.146,"['ns81.domaincontrol.com.', 'ns82.domaincontrol.com.']",200,World Open News | La bellezza del mondo a portata di schermo
asianews2ch.jp,183.181.83.69,"['ns2.xserver.jp.', 'ns5.xserver.jp.', 'ns4.xserver.jp.', 'ns1.xserver.jp.', 'ns3.xserver.jp.']",200,漫画のいけない長編集【ドリーム小説】 | 漫画が好きで沼にハマり小説を書きたくなった！
tgnewstv.it,89.46.108.75,"['dns.technorail.com.', 'dns2.technorail.com.', 'dns3.arubadns.net.', 'dns4.arubadns.cz.']",200,Home - TGNews TV - Ultime notizie Avellino - Irpinia - Sannio
classicnews.jp,165.232.97.51,"['ns2.digitalocean.com.', 'ns3.digitalocean.com.', 'ns1.digitalocean.com.']",200,Classicnews.jp
373news.com,61.205.65.89,"['ns12.minc.ne.jp.', 'ns6.minc.ne.jp.', 'ns11.minc.ne.jp.']",200,南日本新聞 - 鹿児島の情報サイト | 373news.com
bibnews.biz,104.21.73.214,"['albert.ns.cloudflare.com.', 'courtney.ns.cloudflare.com.']",200,Bib News – The Articles of Bib News
bbcworldnews-japan.com,18.201.0.224,"['eu.ns03-bbcstudios.com.', 'asia.ns03-bbcstudios.com.', 'aus.ns03-bbcstudios.com.', 'us.ns03-bbcstudios.com.']",403,Access Denied
hatenanews.com,108.156.22.112,"['ns-1578.awsdns-05.co.uk.', 'ns-848.awsdns-42.net.', 'ns-160.awsdns-20.com.', 'ns-1508.awsdns-60.org.']",200,はてなニュース
indonews.jp,193.235.101.102,"['ns3.namesystem.se.', 'ns2.namesystem.se.', 'ns1.namesystem.se.']",200,
ict-enews.net,120.136.13.27,"['ns1.outsourcing.co.jp.', 'ns2.outsourcing.co.jp.']",200,ICT教育ニュース - ICT教育分野における最新ニュース発信 -
47news.jp,3.164.206.128,"['ns-244.awsdns-30.com.', 'ns-922.awsdns-51.net.', 'ns-1510.awsdns-60.org.', 'ns-1581.awsdns-05.co.uk.']",200,47NEWS - 52新聞社と共同通信の総合ニュースサイト
hollywood-news.jp,183.181.99.39,"['ns3.xbiz.ne.jp.', 'ns2.xbiz.ne.jp.', 'ns1.xbiz.ne.jp.']",200,VODニュース
news-us.jp,64.190.63.222,"['ns2.sedoparking.com.', 'ns1.sedoparking.com.']",403,
news-us.org,188.114.99.233,"['evan.ns.cloudflare.com.', 'zoe.ns.cloudflare.com.']",200,News U.S.
news.livedoor.com,147.92.146.246,,403,403 Forbidden
jomo-news.co.jp,163.49.35.113,"['ns.wind.ne.jp.', 'ns3.wind.ne.jp.']",200,上毛新聞社のニュースサイト
news.tv-asahi.co.jp,151.101.2.41,,200,テレ朝news
newser.cc,162.43.104.150,"['ns3.xserver.jp.', 'ns4.xserver.jp.', 'ns2.xserver.jp.', 'ns5.xserver.jp.', 'ns1.xserver.jp.']",200,News人
newsonjapan.com,103.29.70.202,"['ns5.linode.com.', 'ns1.linode.com.', 'ns3.linode.com.', 'ns4.linode.com.', 'ns2.linode.com.']",200,News On Japan
newsoku.blog,188.114.96.1,"['coen.ns.cloudflare.com.', 'michelle.ns.cloudflare.com.']",200,NEWSOKU BLOG（ニュー速ブログ）
newsconc.com,163.44.185.206,"['uns02.lolipop.jp.', 'uns01.lolipop.jp.']",200,
newsphere.jp,35.79.184.77,"['ns-1091.awsdns-08.org.', 'ns-974.awsdns-57.net.', 'ns-1942.awsdns-50.co.uk.', 'ns-462.awsdns-57.com.']",200,NewSphere - 世界と繋がるミレニアル世代に向けて、国際的な視点・価値観・知性を届けるメディアです。
rocketnews24.com,192.0.66.143,"['ns1.wordpress.com.', 'ns3.wordpress.com.', 'ns2.wordpress.com.']",200,ロケットニュース24
sputniknews.jp,194.190.139.10,"['ns9.sputniknews.ru.', 'ns10.sputniknews.ru.']",200,スプートニク日本ニュース｜経済、科学技術、ビジネス、政治ニュース
newscrypto.jp,188.114.97.1,"['sima.ns.cloudflare.com.', 'carmelo.ns.cloudflare.com.']",403,403 Forbidden
tanakanews.com,153.126.146.105,"['ns2.dns.ne.jp.', 'ns1.dns.ne.jp.']",200,田中宇の国際ニュース解説
tokyonews.co.jp,153.120.101.230,"['ayw001.cm.ndmc.ne.jp.', 'cyw001.ndmc.ne.jp.']",200,東京ニュース通信社 [TOKYO NEWS ]
dailynewsagency.com,160.16.79.170,"['leah.ns.cloudflare.com.', 'achiel.ns.cloudflare.com.']",200,DNA - Daily News Agency
videonews.com,153.126.205.49,"['02.dnsv.jp.', '03.dnsv.jp.', '01.dnsv.jp.', '04.dnsv.jp.']",200,VIDEO NEWS - ニュース専門ネット局 ビデオニュース・ドットコム
getnews.jp,188.114.99.233,"['tori.ns.cloudflare.com.', 'anirban.ns.cloudflare.com.']",200,ガジェット通信 GetNews
mona-news.com,147.92.146.242,"['ns2.dns.ne.jp.', 'ns1.dns.ne.jp.']",200,モナニュース
ibarakinews.jp,203.138.97.165,"['asns2.customer.ne.jp.', 'asns1.customer.ne.jp.']",200,茨城新聞クロスアイ
newsmatomedia.com,188.114.96.1,"['nelly.ns.cloudflare.com.', 'chuck.ns.cloudflare.com.']",200,MATOMEDIA [マトメディア]｜芸能・ゴシップ・事件まとめ
newswitch.jp,18.165.122.57,"['ns-1765.awsdns-28.co.uk.', 'ns-1095.awsdns-08.org.', 'ns-1015.awsdns-62.net.', 'ns-210.awsdns-26.com.']",200,ニュースイッチ Newswitch by 日刊工業新聞社
worldreggaenews.com,61.194.21.192,['ns.reggaerecord.com.'],200,ワールド・レゲエ・ニュース by ダブストア - 最新レゲエニュースを世界から / Dub Store Presents: World Reggae News
newspicks.com,3.164.230.15,"['ns-494.awsdns-61.com.', 'ns-1659.awsdns-15.co.uk.', 'ns-750.awsdns-29.net.', 'ns-1365.awsdns-42.org.']",200,NewsPicks | 経済を、もっとおもしろく。
withnews.jp,108.157.229.34,"['ns-2.awsdns-00.com.', 'ns-1231.awsdns-25.org.', 'ns-910.awsdns-49.net.', 'ns-1811.awsdns-34.co.uk.']",200,withnews（ウィズニュース） | 気になる話題やネタをフカボリ取材（ウニュ）
saisin-news.com,183.181.91.40,"['ns3.wpx.ne.jp.', 'ns1.wpx.ne.jp.', 'ns2.wpx.ne.jp.']",200,最新ニュース！芸能エンタメまとめサイト | 芸能界の最新ニュースや噂の真相スクープからエンタメ情報まで速報で公開します。ニュースでは伝えないコアな情報も許される限り公開していきますよ
fuji-news.net,153.122.205.47,"['ns.namedserver.net.', 'ns2.namedserver.net.']",200,富士ニュース：富士市・富士宮市を中心とするニュース情報サイト
news.biglobe.ne.jp,3.164.68.66,"['ns-837.awsdns-40.net.', 'ns-327.awsdns-40.com.', 'ns-1472.awsdns-56.org.', 'ns-1573.awsdns-04.co.uk.']",200,BIGLOBEニュース
news.ameba.jp,199.232.213.91,,200,Ameba News [アメーバニュース]
news.2chblog.jp,147.92.146.242,,200,【2ch】コピペ情報局
news.ceek.jp,66.94.115.158,,200,Ceek.jp News : 最新ニュース検索
news.fresheye.com,108.156.22.27,"['ns-99.awsdns-12.com.', 'ns-1501.awsdns-59.org.', 'ns-1835.awsdns-37.co.uk.', 'ns-788.awsdns-34.net.']",200,「フレッシュアイ」終了のお知らせ | フレッシュアイ
news.bikebros.co.jp,54.65.219.121,,200,最新バイクニュース-バイクのことならバイクブロス
news.golfdigest.co.jp,18.165.140.71,"['ns-1729.awsdns-24.co.uk.', 'ns-296.awsdns-37.com.', 'ns-1347.awsdns-40.org.', 'ns-673.awsdns-20.net.']",200,ゴルフニュース｜GDO　ゴルフダイジェスト・オンライン
news.e-expo.net,219.101.142.216,,200,健康美容EXPO ニュース
news.goo.ne.jp,219.164.251.16,,200,goo ニュース
news.mynavi.jp,151.101.195.52,,200,マイナビニュースの最新情報まとめ - エンタメ・デジタル・暮らし・企業の最新ニュースを紹介
news.nifty.com,3.164.59.109,"['ns-2021.awsdns-60.co.uk.', 'ns-1487.awsdns-57.org.', 'ns-64.awsdns-08.com.', 'ns-515.awsdns-00.net.']",200,ニフティニュース(@niftyニュース)
news.nicovideo.jp,18.165.140.55,,,
news.ritlweb.com,160.16.225.239,,200,Ritlweb ニュース検索
news.tennis365.net,153.125.232.105,,200,
news.tv-asahi.co.jp,151.101.2.41,,200,テレ朝news
news.toremaga.com,153.126.142.50,,200,とれまがニュース
news.yahoo.co.jp,183.79.248.124,,200,Yahoo!ニュース
soranews24.com,192.0.66.143,"['ns1.wordpress.com.', 'ns2.wordpress.com.', 'ns3.wordpress.com.']",200,SoraNews24 -Japan News-
news020.blog13.fc2.com,199.48.210.116,,200,ニュース２ちゃんねる - 年齢の確認
rerise-news.com,162.43.121.68,"['ns4.xserver.jp.', 'ns1.xserver.jp.', 'ns5.xserver.jp.', 'ns2.xserver.jp.', 'ns3.xserver.jp.']",200,Re･rise News -美しい時代を創る人達- – これからの時代を創る仲間がつながる場所
weathernews.jp,3.164.206.93,"['ns-1921.awsdns-48.co.uk.', 'ns-417.awsdns-52.com.', 'ns-590.awsdns-09.net.', 'ns-1467.awsdns-55.org.']",200,"【ウェザーニュース】天気 - 台風・地震・防災情報｜予報精度No.1	"
1koreannews.com,15.197.148.33,"['ns13.domaincontrol.com.', 'ns14.domaincontrol.com.']",,
trafficnews.jp,43.206.23.84,"['ns-867.awsdns-44.net.', 'ns-1520.awsdns-62.org.', 'ns-1786.awsdns-31.co.uk.', 'ns-494.awsdns-61.com.']",200,乗りものニュース
cctvnews.co.kr,58.229.228.68,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,
ablenews.co.kr,49.50.167.182,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,에이블뉴스
inews24.com,115.68.227.6,"['jean.ns.cloudflare.com.', 'lars.ns.cloudflare.com.']",200,아이뉴스24
adinews.co.kr,27.96.134.56,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,안동인터넷뉴스
news-ade.com,43.202.81.147,"['ns-757.awsdns-30.net.', 'ns-1729.awsdns-24.co.uk.', 'ns-1312.awsdns-36.org.', 'ns-215.awsdns-26.com.']",200,뉴스에이드
e2news.com,115.85.179.41,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,Energy & Environment News : мқҙнҲ¬лүҙмҠӨ
news.naver.com,2.17.156.186,,200,네이버 뉴스
fnnews.com,222.233.53.199,"['fs.kinx.net.', 'ns.kinx.net.']",200,파이낸셜뉴스 – First-Class 경제신문
hynews.ac.kr,121.125.77.184,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,"한대신문 ::  빛나는 예지, 힘찬 붓줄기"
newscham.net,211.255.23.35,"['ns.jinbo.net.', 'ns1.jinbo.net.']",200,참세상
newsband.kr,121.125.77.220,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스밴드 - 가치를 만드는 뉴스
newsis.com,188.114.99.233,"['val.ns.cloudflare.com.', 'gerald.ns.cloudflare.com.']",200, :: 공감언론 뉴시스통신사 :: 
news1.kr,218.38.57.74,"['a20-67.akam.net.', 'a13-67.akam.net.', 'a4-67.akam.net.', 'a1-190.akam.net.', 'a26-65.akam.net.', 'a7-64.akam.net.']",200,뉴스1 - 사실 앞에 겸손한 민영 종합 뉴스통신사
newsfortes.com,49.50.163.15,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,뉴스포르테
newsstand.naver.com,2.17.156.186,,200,"
주요언론사 : 네이버 뉴스스탠드
"
newspeppermint.com,188.114.96.1,"['sid.ns.cloudflare.com.', 'lana.ns.cloudflare.com.']",200,"
"
newsnjoy.or.kr,27.96.134.56,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스앤조이
viewsnnews.com,14.63.163.190,"['ns37.dnszi.com.', 'ns53.dnszi.com.', 'ns22.dnszi.com.', 'ns77.dnszi.com.', 'ns11.dnszi.com.']",200,"세상을 보는 다른 눈 ""뷰스앤뉴스"""
ohmynews.com,211.233.21.230,"['ns2.lgdacom.net.', 'ns1.kidc.net.']",200,"
	오마이뉴스 - 모든 시민은 기자다
"
tongilnews.com,101.101.211.82,"['ns1c1.ncloud-dns.com.', 'ns4c1.ncloud-dns.com.', 'ns2c1.ncloud-dns.com.', 'ns3c1.ncloud-dns.com.']",200,통일뉴스
00news.co.kr,101.101.208.75,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,공공뉴스
2000news.co.kr,121.125.77.144,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,이천뉴스
akomnews.com,121.78.246.169,"['ns4.ibi.net.', 'ns3.ibi.net.']",,
apparelnews.co.kr,211.117.60.196,"['ns2.doregi.com.', 'ns1.doregi.com.', 'ns3.doregi.com.']",200,어패럴뉴스
asantopnews.com,121.78.144.171,['ns.sansung.net.'],200,지역언론의 新 패러다임 아산톱뉴스
